0.015000,0.859920,0.149813,-0.098373
0.015000,0.899988,0.193125,-0.091308
0.015000,0.940055,0.236437,-0.084243
0.015000,0.980123,0.279750,-0.077178
0.015000,1.020191,0.323062,-0.070112
0.015000,1.060259,0.366375,-0.063047
0.015000,1.100327,0.409687,-0.055982
0.015000,1.140394,0.453000,-0.048917
0.015000,1.180462,0.496312,-0.041852
0.015000,1.220530,0.539625,-0.034787
0.015000,0.859920,-0.149813,-0.098373
0.015000,0.899988,-0.193125,-0.091308
0.015000,0.940055,-0.236437,-0.084243
0.015000,0.980123,-0.279750,-0.077178
0.015000,1.020191,-0.323062,-0.070112
0.015000,1.060259,-0.366375,-0.063047
0.015000,1.100327,-0.409687,-0.055982
0.015000,1.140394,-0.453000,-0.048917
0.015000,1.180462,-0.496312,-0.041852
0.015000,1.220530,-0.539625,-0.034787
0.094795,0.177014,0.102871,-0.163090
0.094795,0.165784,0.053250,-0.034738
0.094795,0.163937,-0.027564,-0.013621
0.094795,0.172553,-0.092232,-0.112109
0.094795,0.186586,-0.102871,-0.272510
0.094795,0.197816,-0.053250,-0.400862
0.094795,0.199663,0.027564,-0.421979
0.094795,0.191047,0.092232,-0.323491
0.094795,0.206814,0.102871,-0.157838
0.094795,0.195584,0.053250,-0.029485
0.094795,0.193737,-0.027564,-0.008368
0.094795,0.202353,-0.092232,-0.106856
0.094795,0.216386,-0.102871,-0.267257
0.094795,0.227616,-0.053250,-0.395610
0.094795,0.229463,0.027564,-0.416727
0.094795,0.220847,0.092232,-0.318239
0.094795,0.236614,0.102871,-0.152585
0.094795,0.225384,0.053250,-0.024233
0.094795,0.223537,-0.027564,-0.003116
0.094795,0.232153,-0.092232,-0.101604
0.094795,0.246186,-0.102871,-0.262005
0.094795,0.257416,-0.053250,-0.390357
0.094795,0.259263,0.027564,-0.411474
0.094795,0.250647,0.092232,-0.312986
0.094795,0.266414,0.102871,-0.147333
0.094795,0.255184,0.053250,-0.018980
0.094795,0.253337,-0.027564,0.002137
0.094795,0.261953,-0.092232,-0.096351
0.094795,0.275986,-0.102871,-0.256752
0.094795,0.287216,-0.053250,-0.385105
0.094795,0.289063,0.027564,-0.406222
0.094795,0.280447,0.092232,-0.307734
0.094795,0.296214,0.102871,-0.142080
0.094795,0.284984,0.053250,-0.013728
0.094795,0.283137,-0.027564,0.007389
0.094795,0.291753,-0.092232,-0.091099
0.094795,0.305786,-0.102871,-0.251500
0.094795,0.317016,-0.053250,-0.379852
0.094795,0.318863,0.027564,-0.400969
0.094795,0.310247,0.092232,-0.302481
0.094795,0.326014,0.102871,-0.136828
0.094795,0.314784,0.053250,-0.008475
0.094795,0.312937,-0.027564,0.012642
0.094795,0.321553,-0.092232,-0.085846
0.094795,0.335586,-0.102871,-0.246247
0.094795,0.346816,-0.053250,-0.374600
0.094795,0.348663,0.027564,-0.395717
0.094795,0.340047,0.092232,-0.297229
0.094795,0.355814,0.102871,-0.131575
0.094795,0.344584,0.053250,-0.003223
0.094795,0.342737,-0.027564,0.017894
0.094795,0.351353,-0.092232,-0.080594
0.094795,0.365386,-0.102871,-0.240995
0.094795,0.376616,-0.053250,-0.369347
0.094795,0.378463,0.027564,-0.390464
0.094795,0.369847,0.092232,-0.291976
0.094795,0.385614,0.102871,-0.126323
0.094795,0.374384,0.053250,0.002030
0.094795,0.372537,-0.027564,0.023147
0.094795,0.381153,-0.092232,-0.075341
0.094795,0.395186,-0.102871,-0.235742
0.094795,0.406416,-0.053250,-0.364095
0.094795,0.408263,0.027564,-0.385212
0.094795,0.399647,0.092232,-0.286724
0.094795,0.415414,0.102871,-0.121070
0.094795,0.404184,0.053250,0.007282
0.094795,0.402337,-0.027564,0.028399
0.094795,0.410953,-0.092232,-0.070089
0.094795,0.424986,-0.102871,-0.230490
0.094795,0.436216,-0.053250,-0.358842
0.094795,0.438063,0.027564,-0.379959
0.094795,0.429447,0.092232,-0.281471
0.094795,0.445214,0.102871,-0.115818
0.094795,0.433984,0.053250,0.012535
0.094795,0.432137,-0.027564,0.033652
0.094795,0.440753,-0.092232,-0.064836
0.094795,0.454786,-0.102871,-0.225237
0.094795,0.466016,-0.053250,-0.353590
0.094795,0.467863,0.027564,-0.374707
0.094795,0.459247,0.092232,-0.276219
0.094795,0.475014,0.102871,-0.110565
0.094795,0.463784,0.053250,0.017787
0.094795,0.461937,-0.027564,0.038904
0.094795,0.470553,-0.092232,-0.059584
0.094795,0.484586,-0.102871,-0.219985
0.094795,0.495816,-0.053250,-0.348337
0.094795,0.497663,0.027564,-0.369454
0.094795,0.489047,0.092232,-0.270966
0.094795,0.504814,0.102871,-0.105313
0.094795,0.493584,0.053250,0.023040
0.094795,0.491737,-0.027564,0.044157
0.094795,0.500353,-0.092232,-0.054331
0.094795,0.514386,-0.102871,-0.214732
0.094795,0.525616,-0.053250,-0.343085
0.094795,0.527463,0.027564,-0.364202
0.094795,0.518847,0.092232,-0.265714
0.094795,0.534614,0.102871,-0.100060
0.094795,0.523384,0.053250,0.028292
0.094795,0.521537,-0.027564,0.049409
0.094795,0.530153,-0.092232,-0.049079
0.094795,0.544186,-0.102871,-0.209480
0.094795,0.555416,-0.053250,-0.337832
0.094795,0.557263,0.027564,-0.358949
0.094795,0.548647,0.092232,-0.260461
0.094795,0.564414,0.102871,-0.094808
0.094795,0.553184,0.053250,0.033545
0.094795,0.551337,-0.027564,0.054662
0.094795,0.559953,-0.092232,-0.043826
0.094795,0.573986,-0.102871,-0.204227
0.094795,0.585216,-0.053250,-0.332580
0.094795,0.587063,0.027564,-0.353697
0.094795,0.578447,0.092232,-0.255209
0.094795,0.594214,0.102871,-0.089555
0.094795,0.582984,0.053250,0.038797
0.094795,0.581137,-0.027564,0.059914
0.094795,0.589753,-0.092232,-0.038574
0.094795,0.603786,-0.102871,-0.198975
0.094795,0.615016,-0.053250,-0.327327
0.094795,0.616863,0.027564,-0.348444
0.094795,0.608247,0.092232,-0.249956
0.094795,0.624014,0.102871,-0.084303
0.094795,0.612784,0.053250,0.044050
0.094795,0.610937,-0.027564,0.065167
0.094795,0.619553,-0.092232,-0.033321
0.094795,0.633586,-0.102871,-0.193722
0.094795,0.644816,-0.053250,-0.322075
0.094795,0.646663,0.027564,-0.343192
0.094795,0.638047,0.092232,-0.244704
0.094795,0.653814,0.102871,-0.079050
0.094795,0.642584,0.053250,0.049302
0.094795,0.640737,-0.027564,0.070419
0.094795,0.649353,-0.092232,-0.028069
0.094795,0.663386,-0.102871,-0.188470
